Account,Report_Time,Resource_Type,Resource,Current_State,Monitor_DisplayName,Title,Message,Icm_OwningTeamId,Forest,WorkloadName,TeamName,Troubleshooting_Text,Additional_Info,Problem,Incident_ID
Monitor: MRSFailuresV3 ( view monitor ),2025-09-02 16:40:52Z ,"Resource: RecipientGuidMismatchPermanentException_Source_EURPRD09_False_True_False_CM, S500, OED, MicrosoftCritical_Failed_ _Onboarding ( open resource in health page )","RecipientGuidMismatchPermanentException_Source_EURPRD09_False_True_False_CM,",,Hybrid,[MRSFailureMonitor] A migration batch for in EURPRD09 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 22. Expression: MRSFailedOrStuckTooMany = 0. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 0. Alert Condition: MRSFailedOrStuck = Violated. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = NoViolation. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor,[MRSFailureMonitor] A migration batch for in EURPRD09 has been impacted by a number of MRS exceptions,679158717
Monitor: MRSFailuresV3 ( view monitor ),2025-09-09 01:24:57Z ,"Resource: TooManyTransientFailureRetriesPermanentException_NULL_NAMPRD18_False_True_False_CM, OED, ACE_Failed_ _Onboarding ( open resource in health page )","TooManyTransientFailureRetriesPermanentException_NULL_NAMPRD18_False_True_False_CM,",,Hybrid,[MRSFailureMonitor] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 0. Expression: MRSFailedOrStuckTooMany = 105. Expression: MRSFailuresOnly = 109. Expression: MRSStuckNoFailure = 0. Alert Condition: MRSFailedOrStuck = NoViolation. Alert Condition: MRSFailedOrStuckTooMany = Violated. Alert Condition: MRSStuckNoFailure = NoViolation. Alert Condition: MRSFailuresOnly = Violated. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,https://ecs.skype.com/Substrate/EXO_MRS/rollouts/1642080 | https://ecs.skype.com/Substrate/EXO_MRS/rollouts/1642080 | https://ecs.skype.com/Substrate/EXO_MRS/rollouts/1642080 | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor,[MRSFailureMonitor] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,682041959
Monitor: MRSFailuresV3 ( view monitor ),2025-09-10 20:13:53Z ,"Resource: TooManyTransientFailureRetriesPermanentException_NULL_NAMPRD18_NULL_NULL_True_CM, OED, ACE_Failed_ _Onboarding ( open resource in health page )","TooManyTransientFailureRetriesPermanentException_NULL_NAMPRD18_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitor] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 2. Expression: MRSFailedOrStuckTooMany = 292. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 0. Alert Condition: MRSFailedOrStuck = NoViolation. Alert Condition: MRSFailedOrStuckTooMany = Violated. Alert Condition: MRSStuckNoFailure = NoViolation. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,https://ecs.skype.com/Substrate/EXO_MRS/rollouts/1642080 | https://ecs.skype.com/Substrate/EXO_MRS/rollouts/1642080 | https://ecs.skype.com/Substrate/EXO_MRS/rollouts/1642080 | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor,[MRSFailureMonitor] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,682915628
Monitor: MRSFailuresV3 ( view monitor ),2025-09-09 02:22:58Z ,"Resource: TooManyTransientFailureRetriesPermanentException_None_NAMPRD18_False_True_NULL_CM, OED, ACE_NULL_ _Onboarding ( open resource in health page )","TooManyTransientFailureRetriesPermanentException_None_NAMPRD18_False_True_NULL_CM,",,Hybrid,[MRSFailureMonitor] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 0. Expression: MRSFailedOrStuckTooMany = 0. Expression: MRSFailuresOnly = 40. Expression: MRSStuckNoFailure = 0. Alert Condition: MRSFailedOrStuck = NoViolation. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = NoViolation. Alert Condition: MRSFailuresOnly = Violated. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,https://ecs.skype.com/Substrate/EXO_MRS/rollouts/1642080 | https://ecs.skype.com/Substrate/EXO_MRS/rollouts/1642080 | https://ecs.skype.com/Substrate/EXO_MRS/rollouts/1642080 | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor,[MRSFailureMonitor] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,682060459
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-11 03:23:27Z ,"Resource: _iyerbalaji_Certificates not Auto-rotated_Security_iyerbalaji_ -subscriptions- -resourcegroups-assistprod-wus2-rg-providers-microsoft.keyvault-vaults-assistprodkeyvault-encrypt-businessassistpublic[""wu2""]_Azure SDL_E2E Cert Auto-rotation ( open resource in health page )",_iyerbalaji_Certificates,,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : Certificates not Auto-rotated,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : Certificates not Auto-rotated,683054861
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-09 20:39:20Z ,"Resource: _michh_[SFI-PS3.1] Security Code Bugs_Security_michh_ _Azure SDL,Continuous_[CodeQL.SM05137] 'DefaultAzureCredential use in Production' in sources-dev-SubstrateDsapiD2s-DsApiSOT-DataAccess-Auth-AzureAdAuthenticationDbConnectionInterceptor.cs ( open resource in health page )",_michh_[SFI-PS3.1],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS3.1] Security Code Bugs,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS3.1] Security Code Bugs,682426611
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-10 03:27:27Z ,Resource: _michh_M365 Geneva Logs GDPR Compliance_Global and Trusted_michh_firstparty prod;passivemonitoringmdstest;o365passivetds;auxarchivesplitassistantevent; _NULL_Fix tagging issues ( open resource in health page ),_michh_M365,,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : M365 Geneva Logs GDPR Compliance,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : M365 Geneva Logs GDPR Compliance,682568350
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-02 03:59:26Z ,"Resource: _anupamaru_Service Tree Hygiene (DHE)_Global and Trusted_michh_ _ _NULL_DHE-13-3-Private preview date is now past.  Please update it, or update the Service Lifecycle Stage to no longer be in development. ( open resource in health page )",_anupamaru_Service,,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : Service Tree Hygiene (DHE),Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : Service Tree Hygiene (DHE),678907023
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-02 15:57:27Z ,Resource: _michh_Identity Isolation [M365]_Security_michh_ |migration|n-a_NULL_Migrate subscription to the Torus AAD Tenant ( open resource in health page ),_michh_Identity,,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : Identity Isolation [M365],Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,https://vnext.s360.msftcloudes.com/blades/security?global=@MICHH%2BMichael%20Hall%20(MICHH)&blade=KPI: | https://aka.ms/torusmigration | https://vnext.s360.msftcloudes.com/blades/security?global=@MICHH%2BMichael%20Hall%20(MICHH)&blade=KPI: | https://aka.ms/torusmigration,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : Identity Isolation [M365],679143544
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-02 03:59:26Z ,Resource: _deanders_[SFI-ES4.1.1] ES Standards- Pipeline Templates_Unified Platform_coone_1esptchangemanagement-changeid=2- - -o365exchange- -36364_NULL_Change Management- Prod Pipelines must use prod branches ( open resource in health page ),_deanders_[SFI-ES4.1.1],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,678907003
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-01 21:11:17Z ,Resource: _sabaghaffar_[SFI-NS2.2.1] Secure PaaS Resources_Security_iyerbalaji_ _Wave 5_NS2.2.1 Storage ( open resource in health page ),_sabaghaffar_[SFI-NS2.2.1],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-NS2.2.1] Secure PaaS Resources,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-NS2.2.1] Secure PaaS Resources,678754791
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-01 21:11:17Z ,"Resource: _jichen3_[SFI-ID2.1.1][SFI-ID2.1.2] MISE Compliance_Security_jihyan_ _Azure SDL,Project Standard,Wave 6_MISE Compliance - 1.31.0+ [Wave 6] ( open resource in health page )",_jichen3_[SFI-ID2.1.1][SFI-ID2.1.2],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ID2.1.1][SFI-ID2.1.2] MISE Compliance,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ID2.1.1][SFI-ID2.1.2] MISE Compliance,678754803
,,,,,,"[S500] [OED] [ISSUE]: Meetings are kept as tentative in the room even though they are being accepted by de... for further updates. @ NITIN BHUTANI I have escalated this to the dev team for assistance on this. Please follow Issue 6089190 [Customer Escalation] [S500] [OED] [ISSUE]: Meetings are kept as tentative in the room even though they are being accepted by de... for further updates. Logs attached in VSO due to size issue. Issue 6089190 [Customer Escalation] [S500] [OED] [ISSUE]: Meetings are kept as tentative in the room even though they are being accepted by de... Logs attached in VSO due to size issue. Issue 6089190 [Customer Escalation] [S500] [OED] [ISSUE]: Meetings are kept as tentative in the room even though they are being accepted by de... ok ok Following up with feature team on this through teams. Following up with feature team on this through teams. When  Delegate click on accept we see 200 Ok call in har but when we refresh we see same screen again to click on accept. https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 Request Method POST Status Code 200 OK Remote Address Affected Tenants: Issue /Problem Description: Meetings are kept as tentative in the room even though they are being accepted by delegate.  User Affected:  Room Mailbox ID: Delegate: Forest: exchange/namprd19-002-01  Business Impact: Important meeting is getting missed as Organized doesn't get approval message. Delegates thinks they have approved. Unless they refresh OWA/Outlook. Status remained same.  Troubleshooting:   Room Mailbox delegates approved meeting is not getting processed. Once they approved we see call like https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 However, if we refresh OWA it again shows accept,Decline options. Same issue happening from OWA and Outlook Both. We have tried removing and readding delegates. They informed it happening with multiple room mailboxes. They tried adding different users as delegate issue remained same. Tried to toggle Automateprocessing and still no change. Compared settings from lab and did not find any issue.  Room Mailbox ID: Delegate: As per har logs: We see response 200ok. Same as per lab repro in customer case. However, we see no update in customer case . Also, Organizer do not see acceptance that meeting is accepted by delegate. Customer tried to check in room mailbox and it doesn't show its approved.  We do not see this event for Delegate in customer case if response is sent:IPM.Schedule.Meeting.Resp.Pos. We see IPM.Schedule.Meeting.Resp.Pos in Delegate CDL in lab repro. However, in lab we do see this event following 200k same like below.  Request URL https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 Request Method POST Status Code 200 OK Remote Address 40.99.34.210:443  =================================================  {     ""Header"": {         ""ServerVersionInfo"": {             ""MajorVersion"": 15,             ""MinorVersion"": 20,             ""MajorBuildNumber"": 9073,             ""MinorBuildNumber"": 17,             ""Version"": ""V2018_01_08""         }     },     ""Body"": {         ""__type"": ""RespondToMeetingMessageResponse:#Exchange"",         ""ResponseCode"": ""NoError"",         ""ResponseClass"": ""Success""     } }  As per RBA logs in customer case and in lab we only see we see delegate received invite. However post processing we do not see any update in RBA logs. Please help us finding reason why its happening. Issue is reproducible on demand.  Workarounds:   Similar bugs: https://o365exchange.visualstudio.com/Outlook%20Services/_workitems/edit/5910770 https://o365exchange.visualstudio.com/Outlook%20Services/_workitems/edit/4948362  Additional Information: CDL logs/Repro logs(From customer and Lab)  Enterprise Cloud Customer: Yes Submitted via Assist365 by: Agent: CaseNumber:2506130030003445 Severity:Sev2 TenantId: A customer raised issue for an Enterprise Cloud customer has been detected",,,,,,Troubleshooting: Troubleshooting:,https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 | https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 | https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 | https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 | https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66,"[S500] [OED] [ISSUE]: Meetings are kept as tentative in the room even though they are being accepted by de... for further updates. @ NITIN BHUTANI I have escalated this to the dev team for assistance on this. Please follow Issue 6089190 [Customer Escalation] [S500] [OED] [ISSUE]: Meetings are kept as tentative in the room even though they are being accepted by de... for further updates. Logs attached in VSO due to size issue. Issue 6089190 [Customer Escalation] [S500] [OED] [ISSUE]: Meetings are kept as tentative in the room even though they are being accepted by de... Logs attached in VSO due to size issue. Issue 6089190 [Customer Escalation] [S500] [OED] [ISSUE]: Meetings are kept as tentative in the room even though they are being accepted by de... ok ok Following up with feature team on this through teams. Following up with feature team on this through teams. When  Delegate click on accept we see 200 Ok call in har but when we refresh we see same screen again to click on accept. https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 Request Method POST Status Code 200 OK Remote Address Affected Tenants: Issue /Problem Description: Meetings are kept as tentative in the room even though they are being accepted by delegate.  User Affected:  Room Mailbox ID: Delegate: Forest: exchange/namprd19-002-01  Business Impact: Important meeting is getting missed as Organized doesn't get approval message. Delegates thinks they have approved. Unless they refresh OWA/Outlook. Status remained same.  Troubleshooting:   Room Mailbox delegates approved meeting is not getting processed. Once they approved we see call like https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 However, if we refresh OWA it again shows accept,Decline options. Same issue happening from OWA and Outlook Both. We have tried removing and readding delegates. They informed it happening with multiple room mailboxes. They tried adding different users as delegate issue remained same. Tried to toggle Automateprocessing and still no change. Compared settings from lab and did not find any issue.  Room Mailbox ID: Delegate: As per har logs: We see response 200ok. Same as per lab repro in customer case. However, we see no update in customer case . Also, Organizer do not see acceptance that meeting is accepted by delegate. Customer tried to check in room mailbox and it doesn't show its approved.  We do not see this event for Delegate in customer case if response is sent:IPM.Schedule.Meeting.Resp.Pos. We see IPM.Schedule.Meeting.Resp.Pos in Delegate CDL in lab repro. However, in lab we do see this event following 200k same like below.  Request URL https://outlook.office.com/owa/service.svc?action=RespondToMeetingMessage&app=Mail&n=66 Request Method POST Status Code 200 OK Remote Address 40.99.34.210:443  =================================================  {     ""Header"": {         ""ServerVersionInfo"": {             ""MajorVersion"": 15,             ""MinorVersion"": 20,             ""MajorBuildNumber"": 9073,             ""MinorBuildNumber"": 17,             ""Version"": ""V2018_01_08""         }     },     ""Body"": {         ""__type"": ""RespondToMeetingMessageResponse:#Exchange"",         ""ResponseCode"": ""NoError"",         ""ResponseClass"": ""Success""     } }  As per RBA logs in customer case and in lab we only see we see delegate received invite. However post processing we do not see any update in RBA logs. Please help us finding reason why its happening. Issue is reproducible on demand.  Workarounds:   Similar bugs: https://o365exchange.visualstudio.com/Outlook%20Services/_workitems/edit/5910770 https://o365exchange.visualstudio.com/Outlook%20Services/_workitems/edit/4948362  Additional Information: CDL logs/Repro logs(From customer and Lab)  Enterprise Cloud Customer: Yes Submitted via Assist365 by: Agent: CaseNumber:2506130030003445 Severity:Sev2 TenantId: A customer raised issue for an Enterprise Cloud customer has been detected",676984320
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-03 15:53:27Z ,"Resource: _iyerbalaji_[SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations_Security_iyerbalaji_ -iyerbalaji_CyberEO,Wave 6_[SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations ( open resource in health page )",_iyerbalaji_[SFI-ES2.6],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations,679630435
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-02 15:57:27Z ,Resource: _todla_[SFI-ES4.1.1] ES Standards- Pipeline Templates_Unified Platform_coone_1esptchangemanagement-changeid=2- - -o365exchange- -38247_NULL_Change Management- Prod Pipelines must use prod branches ( open resource in health page ),_todla_[SFI-ES4.1.1],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,679143543
Monitor: LLMAPIFailedEventsMonitor_PROD ( view monitor ),2025-09-03 14:48:17Z ,Resource: True_500_PROD ( open resource in health page ),True_500_PROD,,Hybrid,[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 500 API Events has been detected in Role : PROD,Resource is unhealthy. Expression: expression_Prod = 6459. Alert Condition: alertCondition_Prod = Violated. Lookback duration: 03:00:00.,EXCHANGE\SignalsOnboarding07,,Exchange,SignalsOnboarding07,How to read this page: How to read this page:,https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor | https://poly-oai-prod-manual-switzerlandnorth-02.openai.azure.com/openai/deployments/SwitzerlandNorth-DeepResearch-001 | https://poly-oai-prod-manual-switzerlandnorth-02.openai.azure.com/openai/deployments/SwitzerlandNorth-DeepResearch-001 | https://poly-oai-prod-manual-switzerlandnorth-02.openai.azure.com/openai/deployments/SwitzerlandNorth-DeepResearch-001 | https://poly-oai-prod-manual-switzerlandnorth-02.openai.azure.com/openai/deployments/SwitzerlandNorth-DeepResearch-001,[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 500 API Events has been detected in Role : PROD,679607653
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-08-29 16:20:22Z ,Resource: _iyerbalaji_[SFI-PS4.4] M365 Security Review_Security_iyerbalaji_ |1-27-2025 4-35-27 pm|security review_Continuous_Please complete your security checkup review. ( open resource in health page ),_iyerbalaji_[SFI-PS4.4],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.4] M365 Security Review,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.4] M365 Security Review,677470532
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-02 03:59:26Z ,"Resource: _ryhar_[SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations_Security_iyerbalaji_ -ryhar_CyberEO,Wave 6_[SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations ( open resource in health page )",_ryhar_[SFI-ES2.6],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations,678907016
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-09-03 03:55:26Z ,Resource: _jichen3_[SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations_Security_jihyan_ _Wave 6_[SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations ( open resource in health page ),_jichen3_[SFI-ES2.6],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES2.6] Secure Azure DevOps 1P organizations by enforcing safe configurations,679384547
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-08-08 20:19:02Z ,Resource: _v-jayallen_[SFI-TI6.3.2] Endpoint Least Privilege Access for CORP contingent staff_Security_juprivra_v-jayallen_2025-08-15_Wave 6_Enroll in Endpoint Least Privileged Access ( open resource in health page ),_v-jayallen_[SFI-TI6.3.2],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-TI6.3.2] Endpoint Least Privilege Access for CORP contingent staff,Resource is unhealthy. Expression: S360KPISLA Expression = 2. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-TI6.3.2] Endpoint Least Privilege Access for CORP contingent staff,667896180
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-08-08 20:19:02Z ,Resource: _v-clbrown_[SFI-TI6.3.2] Endpoint Least Privilege Access for CORP contingent staff_Security_juprivra_v-clbrown_2025-08-15_Wave 6_Enroll in Endpoint Least Privileged Access ( open resource in health page ),_v-clbrown_[SFI-TI6.3.2],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-TI6.3.2] Endpoint Least Privilege Access for CORP contingent staff,Resource is unhealthy. Expression: S360KPISLA Expression = 2. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-TI6.3.2] Endpoint Least Privilege Access for CORP contingent staff,667896159
Monitor: VSOSyncWorkflowMonitor ( view monitor ),2025-10-06 09:44:38Z ,Resource: VSOSYNC_VSO_REACTIVATE ( open resource in health page ),VSOSYNC_VSO_REACTIVATE,,Hybrid,SRE Automation workflow VSOSYNC_VSO_REACTIVATE Failed,is reporting that Geneva Automation workflow VSOSYNC_VSO_REACTIVATE failed.,,,,,How to read this page: How to read this page:,https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/icm_automation/workflowrunfailure | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/icm_automation/workflowrunfailure,SRE Automation workflow VSOSYNC_VSO_REACTIVATE Failed,694491123
